Date,Price,MA50,MA200
2024-07-16,573.84,548.9936,533.3761999999999
2024-07-17,587.16,550.1436,533.7573
2024-07-18,581.98,551.1528,534.0606
2024-07-19,565.46,551.481,534.2711
2024-07-22,574.85,551.9892000000001,534.5472
2024-07-23,569.02,552.4072,534.7593499999999
2024-07-24,576.49,553.0296,535.04735
2024-07-25,559.22,553.331,535.2279
2024-07-26,567.47,553.553,535.42725
2024-07-29,557.08,553.9416,535.5286500000001
2024-07-30,563.86,554.1964,535.54305
2024-07-31,564.33,554.6986,535.54075
2024-08-01,556.24,555.0778,535.51885
2024-08-02,553.02,555.4588,535.4802999999999
2024-08-05,559.36,555.8606000000001,535.54885
2024-08-06,560.63,556.5495999999999,535.65185
2024-08-07,566.15,557.2658,535.7982
2024-08-08,584.39,557.9968,536.05625
2024-08-09,570.51,558.6764000000001,536.2369
2024-08-12,585.58,559.619,536.5257
2024-08-13,586.89,560.6932,536.7724499999999
2024-08-14,578.99,561.5312,536.9781
2024-08-15,567.32,562.1262,537.1242
2024-08-16,565.97,562.7958,537.2758
2024-08-19,574.59,563.5494,537.46235
2024-08-20,573.78,563.9706000000001,537.6081
2024-08-21,587.94,564.7016,537.86
2024-08-22,575.0,565.0416,538.0732999999999
2024-08-23,575.23,565.6046,538.2989
2024-08-26,564.34,566.107,538.52405
2024-08-27,567.92,566.594,538.7989
2024-08-28,576.25,566.9838000000001,539.13305
2024-08-29,572.78,567.235,539.413
2024-08-30,550.09,567.0808000000001,539.5672
2024-09-02,552.15,566.9614,539.72225
2024-09-03,556.29,567.136,539.86125
2024-09-04,560.18,567.2769999999999,540.02385
2024-09-05,571.52,567.4834,540.2253
2024-09-06,562.3,567.5784,540.3833999999999
2024-09-09,568.69,567.8768,540.56075
2024-09-10,579.82,568.3446,540.81655
2024-09-11,564.14,568.5686000000001,541.0920000000001
2024-09-12,567.32,568.861,541.38725
2024-09-13,563.17,568.692,541.6026
2024-09-16,562.79,568.553,541.77625
2024-09-17,566.21,568.5398,541.92495
2024-09-18,562.22,568.5552,541.9993499999999
2024-09-19,556.6,568.319,542.0402
2024-09-20,557.23,568.121,542.0740499999999
2024-09-23,548.1,567.8492,542.08725
2024-09-24,539.12,567.1547999999999,542.0675
2024-09-25,545.25,566.3166,542.0503
2024-09-26,535.79,565.3928,541.9316
2024-09-27,541.77,564.919,541.8472999999999
2024-09-30,546.05,564.343,541.80245
2024-10-01,531.73,563.5971999999999,541.68435
2024-10-02,526.4,562.5954,541.5115000000001
2024-10-03,536.71,562.1451999999999,541.45165
2024-10-04,528.79,561.3716000000001,541.44805
2024-10-07,525.25,560.735,541.44805
2024-10-08,529.4,560.0458,541.51725
2024-10-09,536.29,559.485,541.63995
2024-10-10,534.49,559.05,541.75805
2024-10-11,529.8,558.5856,541.8693499999999
2024-10-14,542.13,558.241,541.9820500000001
2024-10-15,557.51,558.1786,542.1567
2024-10-16,566.51,558.1858,542.3624
2024-10-17,567.61,557.8502000000001,542.54615
2024-10-18,560.76,557.6551999999999,542.74125
2024-10-21,553.8,557.0196,542.85695
2024-10-22,558.71,556.456,542.9988
2024-10-23,562.74,556.131,543.1310500000001
2024-10-24,575.64,556.2973999999999,543.3711
2024-10-25,581.92,556.6164,543.7048
2024-10-28,568.64,556.4974,543.9371500000001
2024-10-29,578.49,556.5916,544.20165
2024-10-30,569.8,556.2288000000001,544.45825
2024-10-31,566.7,556.0628,544.7330999999999
2024-11-01,569.28,555.9438,544.9735000000001
2024-11-04,587.81,556.4132,545.3534000000001
2024-11-05,617.68,557.4083999999999,545.81405
2024-11-06,623.98,558.3629999999999,546.34165
2024-11-07,622.55,559.3584,546.83435
2024-11-08,628.19,560.9204,547.3672
2024-11-11,637.41,562.6256,547.9197
2024-11-12,634.58,564.1914,548.479
2024-11-13,653.17,566.0512,549.13635
2024-11-14,655.93,567.7394,549.8043
2024-11-15,661.48,569.7230000000001,550.53935
2024-11-18,668.85,571.7262,551.2795
2024-11-19,673.71,573.604,552.0634
2024-11-20,683.08,575.9828,552.9019000000001
2024-11-21,676.87,578.1738,553.7478500000001
2024-11-22,671.35,580.3374,554.66515
2024-11-25,660.21,582.2858,555.53265
2024-11-26,665.19,584.2653999999999,556.3293
2024-11-27,673.8,586.4970000000001,557.136
2024-11-28,679.08,588.9466,557.96835
2024-11-29,697.64,591.7547999999999,558.9026
2024-12-02,697.99,594.7526,559.83615
2024-12-03,705.8,598.0862000000001,560.7851
2024-12-04,694.19,601.0649999999999,561.72205
2024-12-05,690.38,604.1568,562.59355
2024-12-06,698.4,607.2894,563.47435
2024-12-09,708.22,610.5328,564.37295
2024-12-10,705.37,614.0056000000001,565.23745
2024-12-11,704.99,617.5774,566.0976
2024-12-12,688.75,620.6182,566.8466000000001
2024-12-13,685.3,623.7484,567.5515
2024-12-16,695.39,627.1512,568.3203500000001
2024-12-17,702.13,630.6057999999999,569.1456499999999
2024-12-18,708.11,634.0422,569.9949499999999
2024-12-19,709.09,637.5341999999999,570.78105
2024-12-20,709.59,641.13,571.62135
2024-12-23,702.67,644.3408000000001,572.48735
2024-12-24,710.87,647.408,573.3859
2024-12-25,716.02,650.3982,574.3064499999999
2024-12-26,722.02,653.4864,575.24815
2024-12-27,716.49,656.6010000000001,576.15035
2024-12-30,693.01,659.3852,576.94295
2024-12-31,705.51,662.3212000000001,577.733
